run_date,city_code,date,temp_max,temp_min,precip_mm,temp_avg,temp_range
2025-10-31,BUE,2025-06-27,13.1,4.8,0.0,8.95,8.3
2025-10-31,BUE,2025-06-28,12.5,6.3,0.0,9.4,6.2
2025-10-31,BUE,2025-06-29,9.2,4.4,0.5,6.8,4.799999999999999
2025-10-31,BUE,2025-06-30,5.5,3.2,0.0,4.35,2.3
2025-10-31,BUE,2025-07-01,7.2,-0.5,0.0,3.35,7.7
2025-10-31,BUE,2025-07-02,7.9,1.0,0.0,4.45,6.9
2025-10-31,BUE,2025-07-03,11.5,3.7,0.0,7.6,7.8
2025-10-31,BUE,2025-07-04,12.6,6.6,0.0,9.6,6.0
2025-10-31,BUE,2025-07-05,12.4,5.6,0.0,9.0,6.800000000000001
2025-10-31,BUE,2025-07-06,13.8,7.9,0.0,10.850000000000001,5.9
2025-10-31,BUE,2025-07-07,17.3,10.4,1.0,13.850000000000001,6.9
2025-10-31,BUE,2025-07-08,14.7,8.8,0.0,11.75,5.899999999999999
2025-10-31,BUE,2025-07-09,15.5,8.7,0.0,12.1,6.800000000000001
2025-10-31,BUE,2025-07-10,14.0,10.1,0.2,12.05,3.9000000000000004
2025-10-31,BUE,2025-07-11,16.0,8.5,0.0,12.25,7.5
2025-10-31,BUE,2025-07-12,15.0,11.6,0.0,13.3,3.4000000000000004
2025-10-31,BUE,2025-07-13,14.4,9.8,0.0,12.100000000000001,4.6
2025-10-31,BUE,2025-07-14,13.3,10.0,0.0,11.65,3.3000000000000007
2025-10-31,BUE,2025-07-15,20.8,13.2,0.9,17.0,7.600000000000001
2025-10-31,BUE,2025-07-16,18.1,11.1,21.1,14.600000000000001,7.000000000000002
2025-10-31,BUE,2025-07-17,11.5,7.7,1.4,9.6,3.8
2025-10-31,BUE,2025-07-18,15.4,5.2,0.0,10.3,10.2
2025-10-31,BUE,2025-07-19,16.8,7.3,0.0,12.05,9.5
2025-10-31,BUE,2025-07-20,16.1,8.7,0.0,12.4,7.400000000000002
2025-10-31,BUE,2025-07-21,17.2,10.2,0.0,13.7,7.0
2025-10-31,BUE,2025-07-22,13.5,10.1,0.0,11.8,3.4000000000000004
2025-10-31,BUE,2025-07-23,10.7,3.9,0.0,7.3,6.799999999999999
2025-10-31,BUE,2025-07-24,13.9,8.1,0.0,11.0,5.800000000000001
2025-10-31,BUE,2025-07-25,14.2,10.9,8.4,12.55,3.299999999999999
2025-10-31,BUE,2025-07-26,13.6,6.8,0.0,10.2,6.8
2025-10-31,BUE,2025-07-27,12.4,8.2,0.8,10.3,4.200000000000001
2025-10-31,BUE,2025-07-28,14.1,8.2,0.0,11.149999999999999,5.9
2025-10-31,BUE,2025-07-29,12.4,7.7,0.0,10.05,4.7
2025-10-31,BUE,2025-07-30,16.4,9.7,0.0,13.049999999999999,6.699999999999999
2025-10-31,BUE,2025-07-31,16.7,12.0,0.3,14.35,4.699999999999999
2025-10-31,BUE,2025-08-01,19.1,15.1,23.2,17.1,4.000000000000002
2025-10-31,BUE,2025-08-02,18.6,11.2,0.0,14.9,7.400000000000002
2025-10-31,BUE,2025-08-03,16.6,9.5,0.0,13.05,7.100000000000001
2025-10-31,BUE,2025-08-04,14.2,7.2,0.0,10.7,6.999999999999999
2025-10-31,BUE,2025-08-05,10.6,6.9,0.0,8.75,3.6999999999999993
2025-10-31,BUE,2025-08-06,14.7,8.1,0.0,11.399999999999999,6.6
2025-10-31,BUE,2025-08-07,12.4,6.9,0.2,9.65,5.5
2025-10-31,BUE,2025-08-08,12.5,4.3,0.0,8.4,8.2
2025-10-31,BUE,2025-08-09,13.1,3.5,0.0,8.3,9.6
2025-10-31,BUE,2025-08-10,15.7,6.4,0.0,11.05,9.299999999999999
2025-10-31,BUE,2025-08-11,18.5,7.4,0.0,12.95,11.1
2025-10-31,BUE,2025-08-12,20.4,9.8,0.0,15.1,10.599999999999998
2025-10-31,BUE,2025-08-13,16.7,10.4,0.0,13.55,6.299999999999999
2025-10-31,BUE,2025-08-14,11.5,4.7,0.0,8.1,6.8
2025-10-31,BUE,2025-08-15,9.9,6.3,0.0,8.1,3.6000000000000005
2025-10-31,BUE,2025-08-16,12.3,8.3,0.6,10.3,4.0
2025-10-31,BUE,2025-08-17,14.6,10.9,0.2,12.75,3.6999999999999993
2025-10-31,BUE,2025-08-18,15.5,12.1,0.7,13.8,3.4000000000000004
2025-10-31,BUE,2025-08-19,15.3,13.7,73.0,14.5,1.6000000000000014
2025-10-31,BUE,2025-08-20,17.3,12.1,15.3,14.7,5.200000000000001
2025-10-31,BUE,2025-08-21,18.0,9.2,0.0,13.6,8.8
2025-10-31,BUE,2025-08-22,19.0,13.0,0.2,16.0,6.0
2025-10-31,BUE,2025-08-23,14.0,8.4,0.0,11.2,5.6
2025-10-31,BUE,2025-08-24,16.9,5.6,0.0,11.25,11.299999999999999
2025-10-31,BUE,2025-08-25,19.2,9.1,0.0,14.149999999999999,10.1
2025-10-31,BUE,2025-08-26,18.8,11.3,0.0,15.05,7.5
2025-10-31,BUE,2025-08-27,19.4,11.9,0.0,15.649999999999999,7.499999999999998
2025-10-31,BUE,2025-08-28,19.4,12.4,0.0,15.899999999999999,6.999999999999998
2025-10-31,BUE,2025-08-29,20.1,14.0,0.0,17.05,6.100000000000001
2025-10-31,BUE,2025-08-30,21.3,14.7,0.0,18.0,6.600000000000001
2025-10-31,BUE,2025-08-31,19.1,14.1,10.3,16.6,5.000000000000002
2025-10-31,BUE,2025-09-01,19.3,11.1,21.1,15.2,8.200000000000001
2025-10-31,BUE,2025-09-02,14.2,9.8,16.1,12.0,4.399999999999999
2025-10-31,BUE,2025-09-03,17.9,9.3,0.0,13.6,8.599999999999998
2025-10-31,BUE,2025-09-04,15.0,5.2,0.0,10.1,9.8
2025-10-31,BUE,2025-09-05,13.5,2.9,0.0,8.2,10.6
2025-10-31,BUE,2025-09-06,13.2,4.8,0.0,9.0,8.399999999999999
2025-10-31,BUE,2025-09-07,14.5,8.7,0.0,11.6,5.800000000000001
2025-10-31,BUE,2025-09-08,18.2,11.9,0.0,15.05,6.299999999999999
2025-10-31,BUE,2025-09-09,21.9,10.3,0.0,16.1,11.599999999999998
2025-10-31,BUE,2025-09-10,22.4,13.1,0.1,17.75,9.299999999999999
2025-10-31,BUE,2025-09-11,22.7,12.2,0.0,17.45,10.5
2025-10-31,BUE,2025-09-12,19.8,12.5,0.0,16.15,7.300000000000001
2025-10-31,BUE,2025-09-13,18.8,12.1,0.0,15.45,6.700000000000001
2025-10-31,BUE,2025-09-14,22.5,14.4,0.1,18.45,8.1
2025-10-31,BUE,2025-09-15,19.7,14.2,4.8,16.95,5.5
2025-10-31,BUE,2025-09-16,18.8,12.9,0.0,15.850000000000001,5.9
2025-10-31,BUE,2025-09-17,22.0,14.4,0.0,18.2,7.6
2025-10-31,BUE,2025-09-18,21.7,16.8,0.0,19.25,4.899999999999999
2025-10-31,BUE,2025-09-19,20.6,16.8,12.5,18.700000000000003,3.8000000000000007
2025-10-31,BUE,2025-09-20,18.6,16.2,8.0,17.4,2.400000000000002
2025-10-31,BUE,2025-09-21,17.5,11.3,13.1,14.4,6.199999999999999
2025-10-31,BUE,2025-09-22,19.5,9.6,0.4,14.55,9.9
2025-10-31,BUE,2025-09-23,19.4,9.8,0.0,14.6,9.599999999999998
2025-10-31,BUE,2025-09-24,15.9,7.7,0.0,11.8,8.2
2025-10-31,BUE,2025-09-25,16.4,9.7,0.0,13.049999999999999,6.699999999999999
2025-10-31,BUE,2025-09-26,21.7,11.9,0.0,16.8,9.799999999999999
2025-10-31,BUE,2025-09-27,19.4,14.0,18.1,16.7,5.399999999999999
2025-10-31,BUE,2025-09-28,21.3,10.2,0.0,15.75,11.100000000000001
2025-10-31,BUE,2025-09-29,21.6,14.2,0.7,17.9,7.400000000000002
2025-10-31,BUE,2025-09-30,23.4,13.9,0.0,18.65,9.499999999999998
2025-10-31,BUE,2025-10-01,23.0,13.8,0.0,18.4,9.2
2025-10-31,BUE,2025-10-02,22.6,16.4,0.0,19.5,6.200000000000003
2025-10-31,BUE,2025-10-03,24.5,17.3,0.1,20.9,7.199999999999999
2025-10-31,BUE,2025-10-04,26.7,19.7,0.0,23.2,7.0
2025-10-31,BUE,2025-10-05,24.3,14.7,29.5,19.5,9.600000000000001
2025-10-31,BUE,2025-10-06,16.4,8.9,1.4,12.649999999999999,7.499999999999998
2025-10-31,BUE,2025-10-07,23.5,8.9,0.0,16.2,14.6
2025-10-31,BUE,2025-10-08,25.6,13.9,0.0,19.75,11.700000000000001
2025-10-31,BUE,2025-10-09,25.8,15.4,0.0,20.6,10.4
2025-10-31,BUE,2025-10-10,26.6,16.7,0.0,21.65,9.900000000000002
2025-10-31,BUE,2025-10-11,25.9,19.1,4.2,22.5,6.799999999999997
2025-10-31,BUE,2025-10-12,21.0,13.7,1.7,17.35,7.300000000000001
2025-10-31,BUE,2025-10-13,25.0,13.9,0.5,19.45,11.1
2025-10-31,BUE,2025-10-14,23.5,14.2,0.0,18.85,9.3
2025-10-31,BUE,2025-10-15,26.1,18.5,0.0,22.3,7.600000000000001
2025-10-31,BUE,2025-10-16,25.7,18.4,0.0,22.049999999999997,7.300000000000001
2025-10-31,BUE,2025-10-17,23.6,18.1,2.4,20.85,5.5
2025-10-31,BUE,2025-10-18,22.2,11.7,0.5,16.95,10.5
2025-10-31,BUE,2025-10-19,20.7,11.9,0.0,16.3,8.799999999999999
2025-10-31,BUE,2025-10-20,23.5,14.9,0.0,19.2,8.6
2025-10-31,BUE,2025-10-21,27.3,17.9,0.0,22.6,9.400000000000002
2025-10-31,BUE,2025-10-22,24.4,19.6,1.1,22.0,4.799999999999997
2025-10-31,BUE,2025-10-23,30.5,20.4,0.0,25.45,10.100000000000001
2025-10-31,BUE,2025-10-24,26.1,19.4,18.7,22.75,6.700000000000003
2025-10-31,BUE,2025-10-25,19.3,13.9,29.5,16.6,5.4
2025-10-31,BUE,2025-10-26,22.4,11.7,0.0,17.049999999999997,10.7
2025-10-31,BUE,2025-10-27,19.2,10.4,0.6,14.8,8.799999999999999
2025-10-31,BUE,2025-10-28,17.2,7.4,0.2,12.3,9.799999999999999
2025-10-31,BUE,2025-10-29,16.5,8.7,3.0,12.6,7.800000000000001
2025-10-31,BUE,2025-10-30,18.5,13.3,1.3,15.9,5.199999999999999
2025-10-31,MAD,2025-04-30,20.7,10.0,10.5,15.35,10.7
2025-10-31,MAD,2025-05-01,20.9,11.5,23.3,16.2,9.399999999999999
2025-10-31,MAD,2025-05-02,18.5,11.2,40.1,14.85,7.300000000000001
2025-10-31,MAD,2025-05-03,18.3,10.0,1.0,14.15,8.3
2025-10-31,MAD,2025-05-04,15.7,10.2,2.3,12.95,5.5
2025-10-31,MAD,2025-05-05,17.2,9.2,16.6,13.2,8.0
2025-10-31,MAD,2025-05-06,16.6,7.1,0.0,11.850000000000001,9.500000000000002
2025-10-31,MAD,2025-05-07,18.4,6.4,0.2,12.399999999999999,11.999999999999998
2025-10-31,MAD,2025-05-08,16.2,9.5,4.7,12.85,6.699999999999999
2025-10-31,MAD,2025-05-09,16.7,8.3,1.2,12.5,8.399999999999999
2025-10-31,MAD,2025-05-10,16.7,9.2,7.9,12.95,7.5
2025-10-31,MAD,2025-05-11,16.9,7.8,0.0,12.35,9.099999999999998
2025-10-31,MAD,2025-05-12,18.1,6.5,0.1,12.3,11.600000000000001
2025-10-31,MAD,2025-05-13,19.3,8.1,0.1,13.7,11.200000000000001
2025-10-31,MAD,2025-05-14,20.6,10.4,9.4,15.5,10.200000000000001
2025-10-31,MAD,2025-05-15,18.8,10.8,1.5,14.8,8.0
